Time Changed, sqFtWing, sqFtVertTail, aspectWing, aspectVertTail, taperRatioWing, taperRatioVertTail, sweepWing, sweepVertTail, dryWeight, fuelCap, sFuelConsum, liftDrag, resFraction, machNumber
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
